Report Title,Type,Field Name,Field Description,Order,Order of Report in System
General>Patient Chart Demographics,Columns,Ethnicity,Ethnicity,101,10
General>Patient Chart Demographics,Columns,Homeless Status,Homeless Status,102,10
General>Patient Chart Demographics,Columns,Migrant Worker Status,Migrant Worker,103,10
General>Patient Chart Demographics,Columns,Language Barrier,Language Barrier,104,10
General>Patient Chart Demographics,Columns,Primary Med Cov,Primary Medical Coverage,105,10
General>Patient Chart Demographics,Columns,Crt Dt,Create Date,106,10
General>Patient Chart Demographics,Columns,Ext ID,,107,10
General>Patient Chart Demographics,Columns,Public Housing Pri C..,Public Housing Primary Care,108,10
General>Patient Chart Demographics,Columns,School Bassed Hlth C…,School Based Heath Care,109,10
General>Patient Chart Demographics,Columns,Race,,110,10
General>Patient Chart Demographics,Columns,Preferred Language,,111,10
General>Patient Chart Demographics,Columns,Religion,,112,10
General>Patient Chart Demographics,Columns,Church,,113,10
General>Patient Chart Demographics,Columns,Ethnicity,Ethnicity,114,10
General>Patient Chart Demographics,Columns,Homeless Status,Homeless Status,115,10
General>Patient Chart Demographics,Columns,Migrant Worker Status,Migrant Worker,116,10
General>Patient Chart Demographics,Columns,Language Barrier,Language Barrier,117,10
General>Patient Chart Demographics,Columns,Primary Med Cov,Primary Medical Coverage,118,10
General>Patient Chart Demographics,Columns,Crt Dt,Create Date,119,10
General>Patient Chart Demographics,Columns,Ext ID,,120,10
General>Patient Chart Demographics,Columns,Public Housing Pri C..,Public Housing Primary Care,121,10
General>Patient Chart Demographics,Columns,School Bassed Hlth C…,School Based Heath Care,122,10
General>Patient Chart Demographics,Columns,Community Code,Community Code,123,10
General>Patient Chart Demographics,Columns,Tribal Affiliation,Tribal Affiliation,124,10
General>Patient Chart Demographics,Columns,Blood Quantam ,Blood Quantam ,125,10
General>Patient Chart Demographics,Columns,Veteran Status,Vetern Status,126,10
General>Patient Chart Demographics,Columns,IHS Eligibilty Status,IHS Eligibilty Status,127,10
General>Patient Chart Demographics,Columns,Classification Benefici,Classification Beneficiary,128,10
General>Patient Chart Demographics,Columns,Descendancy,Descendancy,129,10
General>Patient Chart Demographics,Columns,Cosent To Treat Da…,Consent To Treat Date,130,10
General>Patient Chart Demographics,Filter 1,Create Date,,131,10
General>Patient Chart Demographics,Filter 1,Expired,,132,10
General>Patient Chart Demographics,Filter 1,No Encounter for,,133,10
General>Patient Chart Demographics,Settings List,Marketing Plan Type,,134,10
General>Patient Chart Demographics,Settings List,Patient Status,,135,10
General>Patient Chart Demographics,Settings List,Pratices,,136,10
General>Patient Chart Demographics,Settings List,Primary Physician,,137,10
General>Patient Chart Demographics,Settings List,Provider SubGrp 1,,138,10
General>Patient Chart Demographics,Settings List,Provider SubGrp 2,,139,10
General>Patient Chart Demographics,Settings List, Referring Phys,,140,10
General>Patient Chart Demographics with Providers,Columns,Prac Name,Practice Name,1,11
General>Patient Chart Demographics with Providers,Columns,Pat Name,Patient Name,2,11
General>Patient Chart Demographics with Providers,Columns,Per Nbr,Person Number,3,11
General>Patient Chart Demographics with Providers,Columns,Prior Lst Name,,4,11
General>Patient Chart Demographics with Providers,Columns,Moth Maiden Name,Mothers Maiden Name,5,11
General>Patient Chart Demographics with Providers,Columns,Md Rc,Medical Record Number Terminal Digit,6,11
General>Patient Chart Demographics with Providers,Columns,MD Rc Term Dig,Medical Record Number Terminal Digit,7,11
General>Patient Chart Demographics with Providers,Columns,Guar Name,Guarantor  Name,8,11
General>Patient Chart Demographics with Providers,Columns,Pat Guar Name,,9,11
General>Patient Chart Demographics with Providers,Columns,Contact Pref,,10,11
General>Patient Chart Demographics with Providers,Columns,Hm Phone,Hm Phone,11,11
General>Patient Chart Demographics with Providers,Columns,Hm Phone Pos ,,12,11
General>Patient Chart Demographics with Providers,Columns,Hm Phone Comment,,13,11
General>Patient Chart Demographics with Providers,Columns,Day Phone,Day Phone,14,11
General>Patient Chart Demographics with Providers,Columns,Day Phone Pos,,15,11
General>Patient Chart Demographics with Providers,Columns,Day Phone Comment,,16,11
General>Patient Chart Demographics with Providers,Columns,Alt Phone Pos,,17,11
General>Patient Chart Demographics with Providers,Columns,Alt Phone Comment ,,18,11
General>Patient Chart Demographics with Providers,Columns,Sec Hm Phone,,19,11
General>Patient Chart Demographics with Providers,Columns,Sec Hm Phone Pos,,20,11
General>Patient Chart Demographics with Providers,Columns,Sec Hm Phone Com..,,21,11
General>Patient Chart Demographics with Providers,Columns,Sec Hm Phone Pos,,22,11
General>Patient Chart Demographics with Providers,Columns,Sec Hm Phone Com..,,23,11
General>Patient Chart Demographics with Providers,Columns,Email Addr ,Email Address,24,11
General>Patient Chart Demographics with Providers,Columns,Email Addr Pos,,25,11
General>Patient Chart Demographics with Providers,Columns,Email Addr Comment,,26,11
General>Patient Chart Demographics with Providers,Columns,Cell Ph,Cell Phone,27,11
General>Patient Chart Demographics with Providers,Columns,SSN,Social Security Number,28,11
General>Patient Chart Demographics with Providers,Columns,Birth Dt,Birth Date,29,11
General>Patient Chart Demographics with Providers,Columns,Pat Age,Patient Age,30,11
General>Patient Chart Demographics with Providers,Columns,Pat Age in Years,Patient Age in Years,31,11
General>Patient Chart Demographics with Providers,Columns,Pat Age in Months,Patient Age in Months,32,11
General>Patient Chart Demographics with Providers,Columns,Exp,Expiration Date,33,11
General>Patient Chart Demographics with Providers,Columns,Exp Dt,Expiration Date,34,11
General>Patient Chart Demographics with Providers,Columns,Gen,Gender Code,35,11
General>Patient Chart Demographics with Providers,Columns,Gender Desc,Gender Description,36,11
General>Patient Chart Demographics with Providers,Columns,Mar,Maritial Status,37,11
General>Patient Chart Demographics with Providers,Columns,Mar,Maritial Status,38,11
General>Patient Chart Demographics with Providers,Columns,Smk ,,39,11
General>Patient Chart Demographics with Providers,Columns,Vet,,40,11
General>Patient Chart Demographics with Providers,Columns,Emp,,41,11
General>Patient Chart Demographics with Providers,Columns,Addr 1,Address 1,42,11
General>Patient Chart Demographics with Providers,Columns,Addr 2,Address 2,43,11
General>Patient Chart Demographics with Providers,Columns,City,City,44,11
General>Patient Chart Demographics with Providers,Columns,Addr 2,Address 2,45,11
General>Patient Chart Demographics with Providers,Columns,City,City,46,11
General>Patient Chart Demographics with Providers,Columns,State,State,47,11
General>Patient Chart Demographics with Providers,Columns,Zip,Zip Code,48,11
General>Patient Chart Demographics with Providers,Columns,Country,,49,11
General>Patient Chart Demographics with Providers,Columns,County,County,50,11
General>Patient Chart Demographics with Providers,Columns,Prim Care Prov Phys,Primary Care Physician,51,11
General>Patient Chart Demographics with Providers,Columns,Prim Dental Prov Na..,Primary Dental Provider Name,52,11
General>Patient Chart Demographics with Providers,Columns,Rendering,,53,11
General>Patient Chart Demographics with Providers,Columns,Provider SubGrp 1 ,Provider Subgrouping 1,54,11
General>Patient Chart Demographics with Providers,Columns,Provider SubGrp 2,Provider SubgroUping 2,55,11
General>Patient Chart Demographics with Providers,Columns,Co-Manged,,56,11
General>Patient Chart Demographics with Providers,Columns,Mrkt Plan Name,Marketing Plan Name,57,11
General>Patient Chart Demographics with Providers,Columns,Mrtk Plan Type,Marketing Plan Type,58,11
General>Patient Chart Demographics with Providers,Columns,Mrkt Comments,Marketing Plan Comments,59,11
General>Patient Chart Demographics with Providers,Columns,Cont,Contact Name,60,11
General>Patient Chart Demographics with Providers,Columns,Lst Enc,Encounter Number,61,11
General>Patient Chart Demographics with Providers,Columns,Lst Enc Dc,Encounter Billable Date,62,11
General>Patient Chart Demographics with Providers,Columns,Lst Enc Loc Name,Last Encounetr Location,63,11
General>Patient Chart Demographics with Providers,Columns,Task Cnt,Task Count,64,11
General>Patient Chart Demographics with Providers,Columns,Mrkt Desc,Marketing Description,65,11
General>Patient Chart Demographics with Providers,Columns,Task Cnt,Task Count,66,11
General>Patient Chart Demographics with Providers,Columns,Mrkt Desc,Marketing Description,67,11
General>Patient Chart Demographics with Providers,Columns,Stmt,Print Statement Indicator,68,11
General>Patient Chart Demographics with Providers,Columns,Lst Stmt Prt Dt,Last Statement Print Date,69,11
General>Patient Chart Demographics with Providers,Columns,Lst Ltr Dt,,70,11
General>Patient Chart Demographics with Providers,Columns,HOH Name,Head OF Household Name,71,11
General>Patient Chart Demographics with Providers,Columns,Sliding Fee Desc,Sliding Fee Description,72,11
General>Patient Chart Demographics with Providers,Columns,Sliding Fee Eff Dt,Sliding Fee Effevtive Date,73,11
General>Patient Chart Demographics with Providers,Columns,Sliding Fee Exp Dt,Sliding Fee Expiration Date ,74,11
General>Patient Chart Demographics with Providers,Columns,Fam Size,Head OF Household Family Size,75,11
General>Patient Chart Demographics with Providers,Columns,Fam Yr Inc,Head of Household Family Income,76,11
General>Patient Chart Demographics with Providers,Columns,Ref,Refuced To Report Income,77,11
General>Patient Chart Demographics with Providers,Columns,Vrify Dt,Head of Household Verify Date,78,11
General>Patient Chart Demographics with Providers,Columns,Pct Poverty,Percent of Poverty,79,11
General>Patient Chart Demographics with Providers,Columns,Poverty Cat,Poverty Category,80,11
General>Patient Chart Demographics with Providers,Columns,LMP,Chart User Defined 1,81,11
General>Patient Chart Demographics with Providers,Columns,EDC ,Chart User Defined 2,82,11
General>Patient Chart Demographics with Providers,Columns,Personal Authorized,Chart User Defined 3,83,11
General>Patient Chart Demographics with Providers,Columns,Personal Authorized,Chart User Defined 4,84,11
General>Patient Chart Demographics with Providers,Columns,OB Encounter Fee,Chart User Defined 5,85,11
General>Patient Chart Demographics with Providers,Columns,Full HER,Chart User Defined 6,86,11
General>Patient Chart Demographics with Providers,Columns,Secondary Patient St.,Chart User Defined 7,87,11
General>Patient Chart Demographics with Providers,Columns,Full HER,Chart User Defined 6,88,11
General>Patient Chart Demographics with Providers,Columns,Secondary Patient St.,Chart User Defined 7,89,11
General>Patient Chart Demographics with Providers,Columns,Full HER,Chart User Defined 6,90,11
General>Patient Chart Demographics with Providers,Columns,Secondary Patient St.,Chart User Defined 7,91,11
General>Patient Chart Demographics with Providers,Columns,Pat Sts,Patient Status,92,11
General>Patient Chart Demographics with Providers,Columns,Pat Sts Rsn,Patient Status Reason,93,11
General>Patient Chart Demographics with Providers,Columns,Reminder Call Opt O,Enterprise Client Defined 1,94,11
General>Patient Chart Demographics with Providers,Columns,Priv Iss,,95,11
General>Patient Chart Demographics with Providers,Columns,Priv Rec,,96,11
General>Patient Chart Demographics with Providers,Columns,Priv Notes,,97,11
General>Patient Chart Demographics with Providers,Columns,Priv Reas,,98,11
General>Patient Chart Demographics with Providers,Columns,Preferred Language,,99,11
General>Patient Chart Demographics with Providers,Columns,Religion,,100,11
General>Patient Chart Demographics with Providers,Columns,Church,,101,11
General>Patient Chart Demographics with Providers,Columns,Ethnicity,Ethnicity,102,11
General>Patient Chart Demographics with Providers,Columns,Homeless Status,Homeless Status,103,11
General>Patient Chart Demographics with Providers,Columns,Migrant Worker Status,Migrant Worker,104,11
General>Patient Chart Demographics with Providers,Columns,Language Barrier,Language Barrier,105,11
General>Patient Chart Demographics with Providers,Columns,Primary Med Cov,Primary Medical Coverage,106,11
General>Patient Chart Demographics with Providers,Columns,Crt Dt,Create Date,107,11
General>Patient Chart Demographics with Providers,Columns,Ext ID,,108,11
General>Patient Chart Demographics with Providers,Columns,Preferred Language,,109,11
General>Patient Chart Demographics with Providers,Columns,Provider Name,,110,11
General>Patient Chart Demographics with Providers,Columns,Migrant Worker Status,Migrant Worker,111,11
General>Patient Chart Demographics with Providers,Columns,Language Barrier,Language Barrier,112,11
General>Patient Chart Demographics with Providers,Columns,Primary Med Cov,Primary Medical Coverage,113,11
General>Patient Chart Demographics with Providers,Columns,Crt Dt,Create Date,114,11
General>Patient Chart Demographics with Providers,Columns,Ext ID,,115,11
General>Patient Chart Demographics with Providers,Columns,Preferred Name,,116,11
General>Patient Chart Demographics with Providers,Columns,Provider Name,,117,11
General>Patient Chart Demographics with Providers,Columns,Eff Date,,118,11
General>Patient Chart Demographics with Providers,Columns,Exp Date,,119,11
General>Patient Chart Demographics with Providers,Columns,Exp Reasion,,120,11
General>Patient Chart Demographics with Providers,Columns,Provider Specialty,,121,11
General>Patient Chart Demographics with Providers,Columns,Public Housing Pri C..,Public Housing Primary Care,122,11
General>Patient Chart Demographics with Providers,Columns,School Bassed Hlth C…,School Based Heath Care,123,11
General>Patient Chart Demographics with Providers,Columns,Community Code,Community Code,124,11
General>Patient Chart Demographics with Providers,Columns,Tribal Affiliation,Tribal Affiliation,125,11
General>Patient Chart Demographics with Providers,Columns,Blood Quantam ,Blood Quantam ,126,11
General>Patient Chart Demographics with Providers,Columns,Vetern Status,Vetern Status,127,11
General>Patient Chart Demographics with Providers,Columns,IHS Eligibilty Status,IHS Eligibilty Status,128,11
General>Patient Chart Demographics with Providers,Columns,Classification Benefici,Classification Beneficiary,129,11
General>Patient Chart Demographics with Providers,Columns,Descendancy,Descendancy,130,11
General>Patient Chart Demographics with Providers,Columns,Consent To Treat Da..,Consent To Treat Date,131,11
General>Patient Chart Demographics with Providers,Filter 1,Create Date,,132,11
General>Patient Chart Demographics with Providers,Filter 1,Prov Eff Date,,133,11
General>Patient Chart Demographics with Providers,Filter 1,Expired,,134,11
General>Patient Chart Demographics with Providers,Filter 1,No Encounter for,,135,11
General>Patient Chart Demographics with Providers,Filter 1,Prov Pref Name,,136,11
General>Patient Chart Demographics with Providers,Settings List,Marketing Plan Type,,137,11
General>Patient Chart Demographics with Providers,Settings List,Patient Providers,,138,11
General>Patient Chart Demographics with Providers,Settings List,Patient Status,,139,11
General>Patient Chart Demographics with Providers,Settings List,Practices,,140,11
General>Patient Chart Demographics with Providers,Settings List,Primary Physician,,141,11
General>Patient Chart Demographics with Providers,Settings List,Provider SubGrp 1,,142,11
General>Patient Chart Demographics with Providers,Settings List,Provider SubGrp 2,,143,11
General>Patient Chart Demographics with Providers,Settings List,Referring Phys,,144,11
